,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
390,83.42,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2233803 KONA NO. 1,Kona Pacific Farmers Cooperative,,KONA,,13.0,45.359,Specialty Coffee Association,2012,2013-01-24,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.42,7.75,7.67,7.58,7.67,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.42,,0.0,0,0.0,Green,2,,2014-01-24,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-06-07
391,83.42,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,varios,,trilladora Bonanza,3-68-0147,Exportadora de Cafe Condor S.A,1450 msnm,cundinamarca,Exportadora de cafe condor,250.0,70,Almacafé,2012,2012-06-26,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.5,7.75,7.58,7.5,7.67,7.75,Sample,10.0,10.0,10.0,7.67,Sample  83.42,,0.11,0,0.0,Green,2,,2013-06-26,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-01-26
392,83.42,,,,,,Arabica,Federación Nacional de Cafeteros,Colombia,,,,03-01-0424,,,HUILA,,250.0,70,Almacafé,,2011-02-01,Federación Nacional de Cafeteros,,Completed,,Sample,7.58,7.58,7.58,7.67,7.75,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.42,,0.1,1,0.0,,3,,2012-02-01,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2011-04-08
393,83.42,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Co-Op,,,HDOA 210127 Kona Extra Fancy,,,Kona,Kona Pacific Farmers Co-Op,12.0,60,Specialty Coffee Association,2010,2010-12-27,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.5,7.92,7.42,7.67,7.83,7.58,Sample,10.0,10.0,10.0,7.5,Sample  83.42,,0.01,0,0.0,,0,,2011-12-27,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-01-27
395,83.38,,,,,,Arabica,Grounds for Health Admin,Mexico,,,,016-2729-001-A-LAB-SS2,,900-1200mtr,Nayarit,"Productores de Cafe de El Cuarenteno, S. de P.R. de R.L",6.0,6,Specialty Coffee Association,January Through April,2010-05-26,Grounds for Health Admin,,Completed,,Sample,7.25,7.88,7.38,7.63,7.5,8.75,Sample,9.0,10.0,10.0,8.0,Sample  83.38,,0.09,2,0.0,,4,,2011-05-26,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2010-05-26
398,83.33,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-2623,BACHUE,3-37-2623,Racafe & Cia S.C.A,,Huila,La Plata,275.0,70,Almacafé,2016,2016-05-05,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.83,7.58,7.58,7.58,7.5,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.33,,0.0,1,0.0,Green,2,,2017-05-05,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-11-16
400,83.33,,,,,,Arabica,ANDREAS KUSSMAUL,Mexico,ECC,,ECC,1620280402,Exportadora Café California,1200,Chiapas,ECC,275.0,1,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,2015-07-14,ANDREAS KUSSMAUL,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.5,7.67,7.5,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.33,,0.12,0,0.0,Green,2,,2016-07-13,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Liverpool 91 COL. Juárez CP06600. Cuauhtémoc México DF,ING. Arturo Hernández Fujigaki - +52 (55) 56984710,,,2016-01-05
401,83.33,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,varios,,Trilladora agrícola de santander,3-68-0103,Exportadora de Cafe Condor S.A,1650 msnm,Santander,varios,275.0,70,Almacafé,2015,2015-04-08,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.75,7.42,7.83,7.83,7.42,Sample,10.0,10.0,10.0,7.42,Sample  83.33,,0.11,0,0.0,Green,1,,2016-04-07,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-07-18
402,83.33,,,,,,Arabica,AFCA,"Tanzania, United Republic Of",Mondul Coffee Estate,,Mondul Coffee Estate,C27,Mondul Coffee Estate,1700,Arusha,Mondul Coffee Estate,10.0,60,Africa Fine Coffee Association,2014,2014-12-12,AFCA,Other,Completed,Semi-washed / Semi-pulped,Sample,7.75,7.58,7.67,7.58,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.33,,0.12,0,0.0,Green,6,,2015-12-12,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-03-16
404,83.33,,,,,,Arabica,The Coffee Source Inc.,Costa Rica,SEVERAL,,CAFE DE ALTURA SAN RAMON,5-562-0013,The Coffee Source Inc.,1300 MSNM,SAN RAMON,SEVERAL,250.0,1.361,Specialty Coffee Association,2014,2014-04-07,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.42,7.67,7.67,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.33,,0.12,0,0.0,Green,3,,2015-04-07,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2015-02-27
405,83.33,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KP012314,Kona Pacific Farmers Cooperative,,KONA,,12.0,45.359,Specialty Coffee Association,2014,2014-02-25,Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.83,7.58,7.83,7.67,7.92,8.0,Sample,9.33,10.0,9.33,7.83,Sample  83.33,,0.11,0,0.0,Bluish-Green,1,,2015-02-25,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-10-02
406,83.33,,,,,,Arabica,Eric Thormaehlen,Costa Rica,SEVERAL,,SEVERAL - CORICAFE DRY MILL,5-0048-0023,CORICAFE S.A.,1100-1300,CENTRAL VALLEY - WEST VALLEY,CORICAFE BLEND,250.0,1,Specialty Coffee Association of Costa Rica,2013,2014-02-14,Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,7.5,7.67,7.67,7.5,7.83,7.17,Sample,10.0,10.0,10.0,8.0,Sample  83.33,,0.11,0,0.0,Green,3,,2015-02-14,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2014-06-02
407,83.33,,,,,,Arabica,Dane Loraas,Peru,,,,030-0695-1742,Sustainable Harvest,,,,280.0,2.268,Specialty Coffee Association,2013,2014-01-21,Dane Loraas,,Completed,Washed / Wet,Sample,7.83,7.75,7.58,7.83,7.92,7.58,Sample,9.33,10.0,10.0,7.5,Sample  83.33,,0.12,0,0.0,Green,5,,2015-01-21,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-10-10
409,83.33,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,NEIVA,3-59-1326,CARCAFE LTDA CI,1000 MSNM,PITALITO HUILA,ORLANDO ORTIZ / HIPOLITO TORRES,250.0,70,Almacafé,2013,2013-04-26,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.67,7.67,7.5,7.67,7.92,7.42,Sample,10.0,10.0,10.0,7.5,Sample  83.33,,0.11,0,0.0,Green,1,,2014-04-26,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-10-01
410,83.33,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL SACRAMENTO,,BENEFICIO IXCHEL,11/23/0419,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250.0,69,Asociacion Nacional Del Café,2013,2013-02-26,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.67,7.17,7.67,7.67,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.33,,0.11,0,0.0,Green,3,,2014-02-26,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-06-21
411,83.33,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2234503 KONA PRIME,Kona Pacific Farmers Cooperative,,KONA,,7.0,45.359,Specialty Coffee Association,2012,2013-01-24,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.92,7.5,7.58,7.83,7.67,7.67,Sample,9.33,10.0,10.0,7.83,Sample  83.33,,0.1,0,0.0,Bluish-Green,4,,2014-01-24,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-06-12
413,83.33,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora bonanza,3-68-0133,Exportadora de Cafe Condor S.A,1750 msnm,huila,condor,250.0,70,Almacafé,2012,2012-05-30,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.5,7.67,7.67,7.58,7.67,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.33,,0.0,0,0.0,Green,1,,2013-05-30,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-06-23
415,83.33,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA #210307,,,,,25.0,45.359,Specialty Coffee Association,,2011-02-24,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.58,7.67,7.58,7.5,7.83,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.33,,0.0,0,0.0,,0,,2012-02-24,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-09-05
419,83.25,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LINDA VISTA,11-973-152,LINDA VISTA,11/973/152,"MERCON GUATEMALA, S.A.",2100,NUEVO ORIENTE,PABLO CHUY,275.0,0,Asociacion Nacional Del Café,2016,2016-08-12,Juan Luis Alvarado Romero,Pacas,Completed,Washed / Wet,Sample,7.5,7.58,7.42,7.83,7.67,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.25,,0.11,0,2.0,Green,7,,2017-08-12,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-09-26
421,83.25,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,,43102245 - P4615,Dinamo Armazens Gerais Ltda,002/4542/0189,BOURBON SPECIALTY COFFEES,,CAMPOS ALTOS - CERRADO,,300.0,60,Brazil Specialty Coffee Association,2016,2016-01-12,BOURBON SPECIALTY COFFEES,,Completed,,Sample,7.58,7.67,7.42,7.5,7.67,7.42,Sample,10.0,10.0,10.0,8.0,Sample  83.25,,0.12,0,0.0,Green,4,,2017-01-11,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2016-04-01
423,83.25,,,,,,Arabica,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Mexico,Los charcos,,La yerba,3,PRODUCTOS Y SERVICIOS CHILINDRÓN S.A DE C.V,1261,Cuarenteño,Rafael Arroyo Zoto,11.0,2,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,2015-07-14,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Completed,Natural / Dry,Sample,7.83,7.75,7.5,7.58,7.58,7.58,Sample,10.0,10.0,10.0,7.42,Sample  83.25,,0.12,0,0.0,Bluish-Green,2,,2016-07-13,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Liverpool 91 COL. Juárez CP06600. Cuauhtémoc México DF,ING. Arturo Hernández Fujigaki - +52 (55) 56984710,,,2015-07-20
426,83.25,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Bonanza,3-79-1818,ecom cca sa,1483,eje cafetero,,250.0,70,Almacafé,2014,2014-06-24,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,Sample,7.58,7.58,7.5,7.58,7.58,7.75,Sample,10.0,10.0,10.0,7.67,Sample  83.25,,0.0,0,0.0,Green,0,,2015-06-24,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-11-13
427,83.25,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,BENEFICIO SIEMBRAS VISIÓN (154),11-11711-85 (MED),"SIEMBRAS VISIÓN, S.A.",1500 MSNM,ANTIGUA,"SIEMBRAS VISIÓN, S.A.",26.0,69,Asociacion Nacional Del Café,2014,2014-03-07,Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.5,7.67,7.58,7.67,7.67,7.5,Sample,10.0,10.0,10.0,7.67,Sample  83.25,,0.1,0,0.0,Green,1,,2015-03-07,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-05-03
429,83.25,,,,,,Arabica,CALIXTO GUILLEN VAZQUEZ,Mexico,VARIAS COMUIDADES,,PRODUCTORES DE CAFES ESPECIALES SC,2406,"FINCA TRIUNFO VERDE, S.C.",1300,CHIAPAS,VRIOS PRODUCTORES,200.0,1,AMECAFE,2013,2013-03-29,CALIXTO GUILLEN VAZQUEZ,Bourbon,Completed,Washed / Wet,Sample,7.58,7.75,7.5,7.5,7.58,7.58,Sample,10.0,10.0,10.0,7.75,Sample  83.25,,0.12,0,0.0,Green,6,,2014-03-29,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-11-07
430,83.25,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,KF313630,Kona Pacific Farmers Cooperative,,KONA,,11.0,45.359,Specialty Coffee Association,2012,2013-03-21,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.58,7.75,7.83,8.0,8.08,7.67,Sample,9.33,10.0,9.33,7.67,Sample  83.25,,0.11,0,0.0,Bluish-Green,4,,2014-03-21,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-02-26
433,83.25,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,,BENEFICIO IXCHEL,11/23/0767,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250.0,1,Asociacion Nacional Del Café,2012,2012-07-09,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.58,7.08,7.83,7.42,8.08,Sample,10.0,10.0,10.0,7.42,Sample  83.25,,0.11,0,0.0,Green,9,,2013-07-09,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-03-07
434,83.25,,,,,,Arabica,NUCOFFEE,Brazil,Água Limpa,,,002/1251/0241,NUCOFFEE,1200m,Grama Valley,Eliane de Andrade Cyrino Noqueira,30.0,60,NUCOFFEE,2012,2012-02-23,NUCOFFEE,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.75,7.67,7.5,7.58,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.25,,0.11,0,0.0,Blue-Green,1,,2013-02-22,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-11-26
435,83.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanaza,3-68-0089,Exportadora de Cafe Condor S.A,175,Huila,,250.0,70,Almacafé,2012,2012-02-22,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.42,7.83,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.25,,0.12,0,0.0,Green,1,,2013-02-21,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-07-16
436,83.25,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0661,C.I.Racafe & Cia S.C.A,De 1600 a 1950 msnm,La Plata,La Plata,175.0,70,Almacafé,2012,2012-02-09,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.5,7.5,7.58,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.25,,0.11,0,0.0,Green,0,,2013-02-08,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-05-18
437,83.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora bonanza-armenia,3-68-0205,,1600-1800msnm,huila,,250.0,70,Almacafé,1T/2011,2011-06-14,Exportadora de Cafe Condor S.A,,Completed,,Sample,7.92,7.75,7.25,7.42,7.83,7.58,Sample,10.0,10.0,10.0,7.5,Sample  83.25,,0.08,0,0.0,,0,,2012-06-13,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2011-11-10
438,83.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanza-Calarca-quindio,3-68-0107,,1880 msnm,Cauca,,250.0,70,Almacafé,4t/2010,2011-02-22,Exportadora de Cafe Condor S.A,,Completed,,Sample,8.0,7.67,7.67,7.25,7.67,7.5,Sample,10.0,10.0,10.0,7.5,Sample  83.25,,0.13,0,0.0,,1,,2012-02-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2011-04-06
439,83.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza - Armenia Quindio,3-068-0108,,1800 m.s.n.m,Cundinamarca,Exportadora de Café Cóndor S.A,250.0,70,Almacafé,4T/2010,2011-01-17,Exportadora de Cafe Condor S.A,,Completed,,Sample,7.92,7.75,7.5,7.42,7.42,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.25,,0.04,0,0.0,,1,,2012-01-17,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2011-09-29
446,83.17,,,,,,Arabica,CADEXSA,Honduras,BETHEL,427,DRY MILL,13-63-214,CADEXSA,1450,Marcala,JOSE OMAR ACOSTA,275.0,69,Instituto Hondureño del Café,2016,2016-05-02,CADEXSA,Catuai,Completed,Washed / Wet,Sample,7.67,7.67,7.5,7.67,7.5,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.17,,0.11,0,1.0,Blue-Green,1,,2017-05-02,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2016-06-24
449,83.17,,,,,,Arabica,Consejo Salvadoreño del Café,El Salvador,Agua Caliente,1,Agua Caliente,9-392-68,Consejo Salvadoreño del Café,1350,Apaneca-Ilamatepec,Ecom Agroindustrial Corp. Ltd.,275.0,69,Salvadoran Coffee Council,2016,2016-03-29,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,Sample,7.5,7.5,7.33,7.67,8.0,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.17,,0.0,0,0.0,Green,0,,2017-03-29,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,,,2016-07-27
450,83.17,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,BENEFICIO SIEMBRAS VISION (154),11/11711/1,"SIEMBRAS VISION, S.A.",1500msnm,ANTIGUA,FINCA MEDINA,150.0,69,Asociacion Nacional Del Café,2015,2015-10-29,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.5,7.75,7.5,7.83,7.58,7.5,Sample,10.0,10.0,10.0,7.5,Sample  83.17,,0.11,0,0.0,Green,1,,2016-10-28,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-05-30
451,83.17,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,"LA ESPERANZA, MARGARITA NUYES",,BENEFICIO IXCHEL,11/23/2004,"UNEX GUATEMALA, S.A.",1400-1900 PSN,ORIENTE,PAPATURRO,100.0,69,Asociacion Nacional Del Café,2015,2015-09-29,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.92,7.67,7.42,7.75,7.5,7.5,Sample,10.0,10.0,10.0,7.42,Sample  83.17,,0.12,0,0.0,Green,3,,2016-09-28,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-03-09
452,83.17,,,,,,Arabica,Taylor Winch (Coffee) Ltd.,Kenya,,,,37-0843-3305,Taylor Winch (Coffee) Ltd.,approx.1'500 metres a.s.l.,kenya,,300.0,2,Kenya Coffee Traders Association,2014,2015-07-03,Taylor Winch (Coffee) Ltd.,SL28,Completed,Washed / Wet,Sample,7.83,7.75,7.67,7.75,7.83,8.5,Sample,9.33,9.33,9.33,7.83,Sample  83.17,,0.1,0,0.0,Bluish-Green,1,,2016-07-02,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,,,2015-11-30
454,83.17,,,,,,Arabica,Tutunze Kahawa Ltd,"Tanzania, United Republic Of",Myanganyanga,,Tutunze Kahawa Ltd,C9,Tutunze Kahawa Ltd,1653,Mbinga,Tutunze Kahawa Ltd,180.0,60,Africa Fine Coffee Association,2014,2014-12-12,Tutunze Kahawa Ltd,Other,Completed,Washed / Wet,Sample,7.58,7.67,7.67,7.58,7.42,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.17,,0.13,0,0.0,Bluish-Green,6,,2015-12-12,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-11-24
455,83.17,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0119,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,232.0,70,Almacafé,2014,2014-11-05,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.5,7.5,7.67,7.5,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.17,,0.0,0,0.0,,4,,2015-11-05,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-10-12
458,83.17,,,,,,Arabica,Mayra Yessenia Torres,Honduras,El Cerron,,Rio Hamaca,2369-01-13 00:00:00,"OLAM HONDURAS, S.A.",1450 MSNN,San marcos Ocotepeque,Nelson Melgar Melgar,275.0,1,Instituto Hondureño del Café,2013,2014-04-12,Mayra Yessenia Torres,Catuai,Completed,Natural / Dry,Sample,7.5,7.5,7.5,7.67,7.67,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.17,,0.1,0,0.0,Green,5,,2015-04-12,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2015-01-18
459,83.17,,,,,,Arabica,Elsy Reyes,Honduras,Los Hicaques,,CIGRAH SPS,13-111-193,CIGRAH,1350,Comayagua,Reynerio Zepeda,275.0,1,Instituto Hondureño del Café,2014/2015,2014-04-08,,Caturra,Completed,Natural / Dry,Sample,7.67,7.67,7.5,7.67,7.5,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.17,,0.11,0,0.0,Green,3,,2015-04-08,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2014-08-16
460,83.17,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,NUEVA GRANADA,,BENEFICIO NUEVA GRANADA,11-326-10,"AGRICOLA NUEVA GRANADA, S.A.",5000 Pies,SAN MARCOS,"AGRICOLA NUEVA GRANADA, S.A.",200.0,69,Asociacion Nacional Del Café,2014,2014-03-27,Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,Sample,7.33,7.83,7.17,8.17,7.33,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.17,,0.09,0,0.0,Green,1,,2015-03-27,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-05-15
461,83.17,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KS011714,Kona Pacific Farmers Cooperative,,KONA,,6.0,45.359,Specialty Coffee Association,2013,2014-02-07,Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.5,7.5,7.58,7.42,7.92,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.17,,0.11,0,0.0,Bluish-Green,0,,2015-02-07,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-04-14
462,83.17,,,,,,Arabica,Balam Hinyula,"Tanzania, United Republic Of",,,RAFIKI (COFFEE) LIMITED,4,Taylor Winch (T) Ltd,1800,KILIMANJARO,,300.0,1,Tanzanian Coffee Board,2014,2014-01-31,Balam Hinyula,Bourbon,Completed,Washed / Wet,Sample,7.58,7.5,7.58,7.75,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.17,,0.12,0,0.0,Green,1,,2015-01-31,Tanzanian Coffee Board,P.O.BOX 732,Carl Ulrick - +255 767 26 00 93,,,2014-10-27
