,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
305,83.75,,,,,,Arabica,Olam Agro Colombia,Colombia,,,Trilladora Asia,3-259-0471,Olam international Ltd,1500-1600,Huila,,250.0,70,Almacafé,2014,2014-01-24,Olam Agro Colombia,Other,Completed,Washed / Wet,Sample,7.67,7.42,7.42,7.42,8.0,8.33,Sample,10.0,10.0,10.0,7.5,Sample  83.75,,0.0,0,0.0,Green,3,,2015-01-24,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-05-13
306,83.75,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,bonanza-Armenia,3-68-0049,Exportadora de Cafe Condor S.A,1750 msnm,Huila,,250.0,70,Almacafé,2013,2013-11-22,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.67,7.75,7.67,7.67,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.0,0,0.0,Blue-Green,1,,2014-11-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-09-17
307,83.75,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanza,3-68-0260,Exportadora de Cafe Condor S.A,1750,huila,,275.0,70,Almacafé,2013,2013-08-27,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.67,7.75,7.58,7.42,8.0,Sample,10.0,10.0,10.0,7.58,Sample  83.75,,0.11,0,0.0,Green,3,,2014-08-27,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-01-27
308,83.75,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,K#13150104,Kona Pacific Farmers Cooperative,,KONA,,12.0,45.359,Specialty Coffee Association,2013,2013-05-02,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.25,7.42,7.67,7.58,7.83,8.25,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.0,0,0.0,Bluish-Green,0,,2014-05-02,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-03-20
310,83.75,,,,,,Arabica,The Coffee Source Inc.,Guatemala,Several farms,,Florencia,11-10170-005,The Coffee Source Inc.,1300 mts,Quetzaltenango,Several producres,250.0,1.361,Specialty Coffee Association,2012,2012-05-24,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.67,7.75,7.75,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.11,0,0.0,Bluish-Green,1,,2013-05-24,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-07-26
311,83.75,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,,3-059-1329,,1600 m.s.n.m,Cauca,Carlos Peneche/Jesus Peneche/Flor Chacón,275.0,70,Almacafé,January 2011,2011-04-20,CARCAFE LTDA CI,,Completed,,Sample,7.83,7.83,7.58,7.33,7.42,7.67,Sample,10.0,10.0,10.0,8.08,Sample  83.75,,0.1,0,0.0,,1,,2012-04-19,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2011-04-26
312,83.75,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanaza,3-68-0124,,1600 msnm,cundinamarca,,250.0,70,Almacafé,4T/10,2011-02-09,Exportadora de Cafe Condor S.A,,Completed,,Sample,7.75,7.67,7.25,7.25,7.58,8.5,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.06,0,0.0,,1,,2012-02-09,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2011-05-18
313,83.75,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA 210689,,,Kona,,4.0,1,Specialty Coffee Association,,2010-06-29,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.83,7.67,7.75,7.67,7.58,7.5,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.0,0,0.0,,0,,2011-06-29,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-01-08
314,83.67,,,,,,Arabica,Ipanema Coffees,Brazil,Fazenda Capoeirinha,020/17,Dry mill,002/1660/0080,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320.0,60,Brazil Specialty Coffee Association,2017 / 2018,2017-10-20,Ipanema Coffees,Bourbon,Completed,Natural / Dry,Sample,7.67,7.83,7.5,7.67,7.67,7.5,Sample,10.0,10.0,10.0,7.83,Sample  83.67,,0.11,0,0.0,Green,2,,2018-10-20,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2018-04-14
315,83.67,,,,,,Arabica,Kennedy Macharia,Kenya,,SC 9634,SASINI / KOFINAF MILLS,37-0985-4045,TAYLOR WINCH (COFFEE) LTD,1700,MERU COUNTY,NCHOROIBORO / KIRIANI FACTORY,200.0,60,Kenya Coffee Traders Association,2017,2017-09-01,Kennedy Macharia,SL28,Completed,Washed / Wet,Sample,8.08,7.67,7.67,7.58,7.25,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.67,,0.11,0,0.0,Bluish-Green,0,,2018-09-01,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,,,2018-05-29
316,83.67,,,,,,Arabica,Bismarck Castro,Honduras,Los Hicaques,103,CIGRAH S.A. DE C.V.,13 / 111 / 053,CIGRAH S.A DE C.V,1400,Comayagua,Reinerio Zepeda,285.0,69,Instituto Hondureño del Café,2016,2017-05-11,Bismarck Castro,Caturra,Completed,Washed / Wet,Sample,7.5,7.5,7.67,7.67,8.0,8.0,Sample,10.0,10.0,10.0,7.33,Sample  83.67,,0.1,0,0.0,Green,2,,2018-05-11,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2018-01-24
317,83.67,,,,,,Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,SANTA MATILDE,606118 / K1730101,DRY MILL,017/001/1412,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",1250,"JINOTEGA, NICARAGUA",RONALDO LACAYO CARDENAL,275.0,69,Instituto Hondureño del Café,2016,2017-05-11,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Completed,Washed / Wet,Sample,7.67,7.75,7.67,7.67,7.83,7.58,Sample,10.0,10.0,10.0,7.5,Sample  83.67,,0.1,0,0.0,Green,3,,2018-05-11,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2017-11-26
318,83.67,,,,,,Arabica,Ipanema Coffees,Brazil,Capoeirinha Farm,008/16A,Dry mill,002/1660/0106,Ipanema Coffees,934,South of Minas Gerais,Ipanema Agricola,320.0,60,Brazil Specialty Coffee Association,2016,2016-08-16,Ipanema Coffees,Bourbon,Completed,Natural / Dry,Sample,7.58,7.75,7.58,7.75,7.58,7.58,Sample,10.0,10.0,10.0,7.83,Sample  83.67,,0.11,0,2.0,Green,3,,2017-08-16,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2017-01-27
320,83.67,,,,,,Arabica,"CECA, S.A.",Costa Rica,,8062-1,CAFEX,5-025-0109,"CECA,S.A.",1350,WEST VALLEY,,275.0,69,Specialty Coffee Association of Costa Rica,,2016-03-14,"CECA, S.A.",,Completed,,Sample,7.33,7.67,7.67,7.5,7.67,7.5,Sample,10.0,10.0,10.0,8.33,Sample  83.67,,0.11,0,0.0,Blue-Green,1,,2017-03-14,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2017-01-23
322,83.67,,,,,,Arabica,Rob Stephen,Colombia,,,,3-259-1444,Olam Specialty Coffee,1550-1700m,Huila,Agrotello Coop,100.0,0.907,Specialty Coffee Association,2014/2015,2014-11-21,Rob Stephen,Caturra,Completed,Washed / Wet,Sample,7.5,7.75,7.5,7.75,7.67,7.67,Sample,10.0,10.0,10.0,7.83,Sample  83.67,,0.11,0,0.0,,4,,2015-11-21,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2015-09-06
323,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA LAS CUEVITAS,,BENEFICIO EXPORTCAFE AGUA SANTA,11-52-380,"EXPORTCAFE, S.A.",4451 METROS,HUEHUETENANGO,FRANCISCO LUIS MARTINEZ LOPEZ,275.0,69,Asociacion Nacional Del Café,2014,2014-02-27,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,8.0,7.5,7.33,8.0,8.0,8.0,Sample,9.33,10.0,10.0,7.5,Sample  83.67,,0.1,0,0.0,Green,0,,2015-02-27,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-07-04
324,83.67,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,VARIAS,,TRILLADORA BONANZA,3-68-0021,Exportadora de Cafe Condor S.A,1750 MSNM,HUILA SUPREMO,,250.0,70,Almacafé,2013,2013-10-29,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.83,7.75,7.67,7.58,7.58,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.67,,0.0,0,0.0,Green,3,,2014-10-29,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-09-03
325,83.67,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2865,Racafe & Cia S.C.A,1800 - 2000,Huila,Huila,250.0,70,Almacafé,2013,2013-08-16,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.67,7.67,7.33,7.75,Sample,10.0,10.0,10.0,7.92,Sample  83.67,,0.0,0,0.0,Green,1,,2014-08-16,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-03-04
326,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA UNION MONTEVERDE,,BENEFICIO IXCHEL,11/23/0634,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,"AGRICOLA MONTE VERDE, S.A.",250.0,69,Asociacion Nacional Del Café,2013,2013-05-30,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.67,7.42,7.67,8.0,7.75,Sample,10.0,10.0,10.0,7.5,Sample  83.67,,0.12,1,0.0,Green,3,,2014-05-30,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-12-07
327,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL SACRAMENTO,,BENEFICIO IXCHEL,11/23/0420,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250.0,69,Asociacion Nacional Del Café,2013,2013-02-26,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.67,7.33,7.67,7.67,7.83,Sample,10.0,10.0,10.0,7.67,Sample  83.67,,0.11,0,0.0,Green,2,,2014-02-26,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-12-03
328,83.67,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora bonanza,3-68-0045,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250.0,70,Almacafé,2012,2012-11-22,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.83,7.17,7.75,Sample,10.0,10.0,10.0,7.83,Sample  83.67,,0.11,0,0.0,Green,1,,2013-11-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-05-13
329,83.67,,,,,,Arabica,The Coffee Source Inc.,Guatemala,Finca Quequesquez,,Finca Quequesquez,11-183-22,The Coffee Source Inc.,1450,Oriente,Finca Quequesquez,250.0,1,Specialty Coffee Association,2012,2012-08-23,The Coffee Source Inc.,Caturra,Completed,Natural / Dry,Sample,8.17,8.17,7.83,7.67,8.08,7.75,Sample,9.33,9.33,9.33,8.0,Sample  83.67,,0.11,0,0.0,Green,1,,2013-08-23,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-05-10
330,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,,BENEFICIO IXCHEL,11/23/0933,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250.0,1,Asociacion Nacional Del Café,2012,2012-07-09,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,8.17,7.5,7.42,7.58,7.83,Sample,10.0,10.0,10.0,7.5,Sample  83.67,,0.11,0,0.0,Green,13,,2013-07-09,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-10-04
331,83.67,,,,,,Arabica,JUAN LUIS ORTEGA CARBALLO,Mexico,FINCA APOXTLA,,"XICOTEPEC DE JUAREZ, PUEBLA",1207033381,,1100,XICOTEPEC DE JUAREZ,JUAN LUIS ORTEGA CARBALLO,48.0,1,AMECAFE,2012,2012-07-02,JUAN LUIS ORTEGA CARBALLO,Typica,Completed,Washed / Wet,Sample,7.67,7.5,7.5,7.33,7.83,8.25,Sample,10.0,10.0,10.0,7.58,Sample  83.67,,0.12,4,0.0,Green,11,,2013-07-02,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-02-12
333,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,"BENEFICIO 2000 KM. 25.5 CARRETERA A EL SALVADOR, GUATEMALA",11/11711/08,"SIEMBRAS VISION, S.A",5000,"SACATEPEQUEZ, GUATEMALA","SIEMBRAS VISION, S.A",250.0,69,Asociacion Nacional Del Café,2012,2012-04-30,Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.67,7.5,7.33,8.0,7.67,7.67,Sample,10.0,10.0,10.0,7.83,Sample  83.67,,0.1,0,0.0,Green,0,,2013-04-30,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-08-31
334,83.67,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA 210345,,,,,3.0,45.359,Specialty Coffee Association,,2011-04-21,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.75,8.0,7.92,8.08,7.75,8.0,Sample,9.33,9.33,9.33,8.17,Sample  83.67,,0.0,0,0.0,,0,,2012-04-20,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-01-04
337,83.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-2548,Bachue,3-37-2548,Racafe & Cia S.C.A,,Huila,La Plata,275.0,70,Almacafé,2016,2016-04-15,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.58,7.67,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.11,0,0.0,Green,4,,2017-04-15,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-08-21
339,83.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0636,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,275.0,70,Almacafé,2015,2015-11-19,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.75,7.58,7.67,7.75,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.58,,0.12,0,0.0,Green,3,,2016-11-18,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-03-22
340,83.58,,,,,,Arabica,ANDREAS KUSSMAUL,Mexico,Exportadora Café California,,Exportadora Café California,016-2028-042,Exportadora Café California,1200,"CHIAPAS, JALTENANGO",Exportadora Café California,275.0,2,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,2015-05-12,ANDREAS KUSSMAUL,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.58,7.5,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.58,,0.12,1,0.0,Green,13,,2016-05-11,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Liverpool 91 COL. Juárez CP06600. Cuauhtémoc México DF,ING. Arturo Hernández Fujigaki - +52 (55) 56984710,,,2015-10-08
343,83.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Bonanza,14-3-79-1921,ecom cca sa,1600,CUNDINAMARCA,,250.0,70,Almacafé,2014,2014-06-24,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,Sample,7.67,7.58,7.67,7.67,7.67,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.0,0,0.0,Green,0,,2015-06-24,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-02-07
344,83.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Agricola,14-3-79-0953,ecom cca sa,1550,Santander,,250.0,70,Almacafé,2014,2014-03-13,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.67,7.58,7.67,7.75,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.12,0,0.0,Green,1,,2015-03-13,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-04-19
345,83.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Agricola - Bucaramanga,3-79-0828,ecom cca sa,1550,Santander,,250.0,70,Almacafé,2014,2014-03-21,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.5,7.58,7.75,7.83,Sample,10.0,10.0,10.0,7.58,Sample  83.58,,0.0,0,0.0,,0,,2015-03-21,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-04-19
347,83.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-1824,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,275.0,70,Almacafé,2012,2012-08-31,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.58,7.67,7.75,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.11,0,0.0,Green,3,,2013-08-31,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-06-17
350,83.58,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Jericó,,,002/1251/0181,NUCOFFEE,1100m,South of Minas Gerais,Alvaro Resende Aguiar,33.0,60,NUCOFFEE,2012,2012-01-23,NUCOFFEE,Catuai,Completed,Semi-washed / Semi-pulped,Sample,7.83,7.75,7.5,7.75,7.5,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.12,0,0.0,Blue-Green,2,,2013-01-22,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-03-03
351,83.5,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,3-59-1695,Bogota,3-59-1695,CARCAFE LTDA CI,1799,cundinamarca,Orlando Moreno / Willson Sanchez,50.0,70,Almacafé,2016,2017-02-20,CARCAFE LTDA CI,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.58,7.75,7.75,7.5,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.0,0,0.0,Bluish-Green,5,,2018-02-20,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2017-05-20
353,83.5,,,,,,Arabica,"CECA, S.A.",Costa Rica,,8038,Beneficio Montañas del Diamante,5-025-0250,"CECA,S.A.",1850,Tarrazu,Martin Gutierrez,245.0,69,Specialty Coffee Association of Costa Rica,2015,2016-06-06,"CECA, S.A.",Caturra,Completed,Washed / Wet,Sample,7.92,7.42,7.5,7.67,7.5,7.67,Sample,10.0,10.0,10.0,7.83,Sample  83.50,,0.0,0,0.0,Blue-Green,0,,2017-06-06,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2017-03-03
354,83.5,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,3-59-1919,Neiva,3-59-1919,CARCAFE LTDA,1000,PITALITO - HUILA,Mecias Urbano / Yaniver Alvarez,250.0,70,Almacafé,2016,2016-04-07,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.75,7.58,7.58,7.5,7.75,7.75,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.0,0,0.0,Green,0,,2017-04-07,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2017-01-25
355,83.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA,11/23/0145,BENEFICIO IXCHEL,11/23/0145,"UNEX GUATEMALA, S.A.",4000,ORIENTE,MARGARITA AVILA DE NUYENS,250.0,69,Asociacion Nacional Del Café,2016,2016-03-16,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.75,7.5,7.83,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.1,0,2.0,Bluish-Green,5,,2017-03-16,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-09-10
356,83.5,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0634,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,180.0,70,Almacafé,2015,2015-11-19,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.58,7.58,7.58,7.75,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.50,,0.12,0,0.0,Green,4,,2016-11-18,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-06-17
357,83.5,,,,,,Arabica,Damari Absalome,"Tanzania, United Republic Of",ANO Family,,Arusha,CA007,TAWOCA,1400M,Nkure- Meru,Mr & Mrs Damari Absalome,5.0,60,Africa Fine Coffee Association,2015,2015-11-16,Damari Absalome,Ruiru 11,Completed,Washed / Wet,Sample,7.75,7.67,7.58,7.67,7.67,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.13,0,0.0,Green,21,,2016-11-15,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2016-01-19
360,83.5,,,,,,Arabica,Federacion Nacional de Cafeteros,Colombia,,,,01-1437,Federacion Nacional de Cafeteros,,Huila,,275.0,2,Almacafé,2014,2015-03-12,Federacion Nacional de Cafeteros,,Completed,Washed / Wet,Sample,7.67,7.42,7.67,7.83,7.58,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.50,,0.0,1,0.0,,0,,2016-03-11,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-09-26
361,83.5,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,BONANZA - ARMENIA,3-68-0068,Exportadora de Cafe Condor S.A,1850 MSNM,HUILA,,275.0,70,Almacafé,2014,2015-01-22,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,8.0,7.58,7.25,7.58,7.92,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.11,0,0.0,Green,0,,2016-01-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-06-02
362,83.5,,,,,,Arabica,The Coffee Source Inc.,Guatemala,SEVERAL,,IXCHEL,11-023-0025,The Coffee Source Inc.,1400 mts,Atitlan,UNEX,250.0,1,Specialty Coffee Association of Costa Rica,2013,2014-12-18,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.58,7.75,7.5,7.83,7.42,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.50,,0.1,0,0.0,Green,0,,2015-12-18,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2015-06-03
363,83.5,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora bonanza,3-79-2009,ecom cca sa,1650,cundinamarca,,250.0,70,Almacafé,2014,2014-08-11,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.33,7.5,7.83,7.83,Sample,10.0,10.0,10.0,7.67,Sample  83.50,,0.0,2,0.0,,0,,2015-08-11,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-11-08
